item_id	round_id	date	episode	start	end	category	severity	before	proposed_after	evidence	rationale	decision	status	actual_after	actor	reviewer	resolution
SH0003-V101-BOUND-0006	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E05	0:25:01.06	0:25:01.88	timing	P1	0:25:01.06-0:25:01.88 | 太危险了！	0:25:01.06-0:25:01.82 | 太危险了！	target embedded English timing; mapped Japanese pair; adjacent workspace events	下一预告事件 25:01.82 入点；保持连续硬切；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:25:01.06-0:25:01.82 | 太危险了！	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0007	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E08	0:13:45.69	0:13:46.69	timing	P1	0:13:45.69-0:13:46.69 | 一定会的	0:13:45.69-0:13:46.03 | 一定会的	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文 Sure 至 13:46.03，随后为独立反应声；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:13:45.69-0:13:46.03 | 一定会的	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0008	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E08	0:17:29.93	0:17:31.10	timing	P1	0:17:29.93-0:17:31.10 | 这数量……	0:17:29.93-0:17:30.89 | 这数量……	target embedded English timing; mapped Japanese pair; adjacent workspace events	下一质问事件 17:30.89 入点；收回第一轮越界出点；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:17:29.93-0:17:30.89 | 这数量……	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0009	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E10	0:24:45.53	0:24:46.41	timing	P1	0:24:45.53-0:24:46.41 | 我们被包围了吗……	0:24:45.53-0:24:46.18 | 我们被包围了吗……	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文预告边界 24:45.53–24:46.18；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:24:45.53-0:24:46.18 | 我们被包围了吗……	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0010	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E10	0:24:46.41	0:24:47.80	timing	P1	0:24:46.41-0:24:47.80 | 全速前进 甩开敌人！	0:24:46.18-0:24:47.63 | 全速前进 甩开敌人！	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文预告边界 24:46.18–24:47.63；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:24:46.18-0:24:47.63 | 全速前进 甩开敌人！	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0011	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E10	0:24:47.60	0:24:49.35	timing	P1	0:24:47.60-0:24:49.35 | 我们被敌人完全包围了！	0:24:47.63-0:24:48.93 | 我们被敌人完全包围了！	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文预告边界 24:47.63–24:48.93；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:24:47.63-0:24:48.93 | 我们被敌人完全包围了！	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0012	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E10	0:24:49.15	0:24:50.23	timing	P1	0:24:49.15-0:24:50.23 | 这支舰队规模多大？	0:24:48.93-0:24:50.23 | 这支舰队规模多大？	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文预告边界 24:48.93–24:50.23；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:24:48.93-0:24:50.23 | 这支舰队规模多大？	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0013	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E11	0:25:00.82	0:25:02.47	timing	P1	0:25:00.82-0:25:02.47 | 你喜欢他么？	0:25:00.82-0:25:02.35 | 你喜欢他么？	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文预告边界至 25:02.35；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:25:00.82-0:25:02.35 | 你喜欢他么？	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0014	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E11	0:25:03.39	0:25:04.99	timing	P1	0:25:03.39-0:25:04.99 | 如果说 这就是……	0:25:03.64-0:25:04.99 | 如果说 这就是……	target embedded English timing; mapped Japanese pair; adjacent workspace events	前一事件按目标英文轨至 25:03.64，修正越界入点；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:25:03.64-0:25:04.99 | 如果说 这就是……	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0015	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E14	0:19:56.54	0:19:58.19	timing	P1	0:19:56.54-0:19:58.19 | 想必你已经看见了吧？	0:19:56.54-0:19:57.98 | 想必你已经看见了吧？	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文前句至 19:57.98，下一劝止事件同点开始；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:19:56.54-0:19:57.98 | 想必你已经看见了吧？	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0016	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E15	0:25:21.20	0:25:23.20	timing	P1	0:25:21.20-0:25:23.20 | 没想到 你居然还活着！	0:25:21.20-0:25:23.35 | 没想到 你居然还活着！	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文预告边界 25:21.20–25:23.35；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:25:21.20-0:25:23.35 | 没想到 你居然还活着！	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0017	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E15	0:25:23.24	0:25:25.09	timing	P1	0:25:23.24-0:25:25.09 | 你这混蛋！到底想干什么？	0:25:23.35-0:25:25.09 | 你这混蛋！到底想干什么？	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文预告边界 25:23.35–25:25.09；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:25:23.35-0:25:25.09 | 你这混蛋！到底想干什么？	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0018	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E15	0:25:25.00	0:25:26.50	timing	P1	0:25:25.00-0:25:26.50 | 你们如果想杀我的话 等事情了结了再说吧	0:25:25.09-0:25:26.68 | 你们如果想杀我的话 等事情了结了再说吧	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文预告边界 25:25.09–25:26.68；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:25:25.09-0:25:26.68 | 你们如果想杀我的话 等事情了结了再说吧	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0019	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E15	0:25:26.34	0:25:28.73	timing	P1	0:25:26.34-0:25:28.73 | 所有的“缘”都已经准备好了	0:25:26.68-0:25:28.48 | 所有的“缘”都已经准备好了	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文预告边界 25:26.68–25:28.48；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:25:26.68-0:25:28.48 | 所有的“缘”都已经准备好了	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0020	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E15	0:25:28.73	0:25:30.27	timing	P1	0:25:28.73-0:25:30.27 | 我一定会救出你的！	0:25:28.48-0:25:30.27 | 我一定会救出你的！	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文预告边界 25:28.48–25:30.27；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:25:28.48-0:25:30.27 | 我一定会救出你的！	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0021	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E17	0:25:22.10	0:25:24.40	timing	P1	0:25:22.10-0:25:24.40 | 歼灭敌加特兰蒂斯据点！	0:25:22.10-0:25:24.44 | 歼灭敌加特兰蒂斯据点！	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文预告边界 25:22.10–25:24.44；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:25:22.10-0:25:24.44 | 歼灭敌加特兰蒂斯据点！	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0022	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E17	0:25:24.40	0:25:25.27	timing	P1	0:25:24.40-0:25:25.27 | 那是什么？	0:25:24.44-0:25:25.27 | 那是什么？	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文预告边界 25:24.44–25:25.27；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:25:24.44-0:25:25.27 | 那是什么？	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0023	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E17	0:25:25.15	0:25:26.27	timing	P1	0:25:25.15-0:25:26.27 | 到底要怎样才能对抗那种东西	0:25:25.27-0:25:26.46 | 到底要怎样才能对抗那种东西	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文预告边界 25:25.27–25:26.46；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:25:25.27-0:25:26.46 | 到底要怎样才能对抗那种东西	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0024	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E17	0:25:26.27	0:25:27.40	timing	P1	0:25:26.27-0:25:27.40 | 喂！你到底做了什么手脚？	0:25:26.46-0:25:27.65 | 喂！你到底做了什么手脚？	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文预告边界 25:26.46–25:27.65；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:25:26.46-0:25:27.65 | 喂！你到底做了什么手脚？	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0025	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E17	0:25:27.40	0:25:31.74	timing	P1	0:25:27.40-0:25:31.74 | 能拯救濒死孩子生命的东西 那就只有父母的爱啊	0:25:27.65-0:25:32.05 | 能拯救濒死孩子生命的东西 那就只有父母的爱啊	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文预告边界 25:27.65–25:32.05；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:25:27.65-0:25:32.05 | 能拯救濒死孩子生命的东西 那就只有父母的爱啊	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0026	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E21	0:05:01.26	0:05:02.80	timing	P1	0:05:01.26-0:05:02.80 | 偏偏这时候……	0:05:01.26-0:05:02.05 | 偏偏这时候……	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文合并句至 05:02.05，下一说话人同点开始；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:05:01.26-0:05:02.05 | 偏偏这时候……	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0027	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E21	0:12:22.61	0:12:24.10	timing	P1	0:12:22.61-0:12:24.10 | 喂 再说一遍！	0:12:22.61-0:12:23.43 | 喂 再说一遍！	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文 What/Say it again 合并事件至 12:23.43；下一 AI 报告 12:23.86 开始；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:12:22.61-0:12:23.43 | 喂 再说一遍！	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-BOUND-0028	SH0003-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S02E23	0:03:41.96	0:03:43.12	timing	P1	0:03:41.96-0:03:43.12 | 总统！	0:03:41.96-0:03:42.98 | 总统！	target embedded English timing; mapped Japanese pair; adjacent workspace events	目标英文称呼至 03:42.98，下一劝止事件同点开始；已同步现有中日配对并要求全量重叠复核	not-recorded	applied	0:03:41.96-0:03:42.98 | 总统！	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0001	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E02	0:06:36.15	0:06:38.88	timing+translation	P1	0:06:36.15-0:06:38.88 | 说嘛说嘛 这里又没人听得到	0:06:36.15-0:06:38.84 | 说嘛说嘛 这里又没人听得到	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	保留随后独立反应声，并把前句收至其入点；复核目标是消除错分造成的非预期重叠并保持中日同步	not-recorded	applied	0:06:36.15-0:06:38.84 | 说嘛说嘛 这里又没人听得到	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0002	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E02	0:08:14.61	0:08:17.47	timing+translation	P1	0:08:14.61-0:08:17.47 | 对活下来的我们来说 这就是我们所背负的义务	0:08:14.61-0:08:17.47 | 对活下来的我们来说 这就是我们所背负的义务 古代君	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	日语同事件末尾明确呼叫「古代君」，补回此前漏配称呼；复核目标是消除错分造成的非预期重叠并保持中日同步	not-recorded	applied	0:08:14.61-0:08:17.47 | 对活下来的我们来说 这就是我们所背负的义务 古代君	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0003	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E02	0:08:17.47	0:08:18.02	timing+translation	P1	0:08:17.47-0:08:18.02 | 古代君	0:08:17.47-0:08:18.28 | 嗯？	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	该日语事件实际是回应「ん？」而非再次呼叫；与英文 Kodai 事件出点一致；复核目标是消除错分造成的非预期重叠并保持中日同步	not-recorded	applied	0:08:17.47-0:08:18.28 | 嗯？	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0004	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E02	0:11:02.34	0:11:03.39	timing+translation	P1	0:11:02.34-0:11:03.39 | 有一件事我挺在意的	0:11:02.34-0:11:03.92 | 有一件事我挺在意的	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	日语被拆成「気になる／ことがある」，中文已在首段译完整；合并到英文完整事件；复核目标是消除错分造成的非预期重叠并保持中日同步	not-recorded	applied	0:11:02.34-0:11:03.92 | 有一件事我挺在意的	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0005	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E02	0:11:10.64	0:11:11.19	timing+translation	P1	0:11:10.64-0:11:11.19 | 是的	0:11:10.64-0:11:11.40 | 是的	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	采用目标英文 Right 的完整边界；复核目标是消除错分造成的非预期重叠并保持中日同步	not-recorded	applied	0:11:10.64-0:11:11.40 | 是的	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0006	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E02	0:11:11.16	0:11:12.74	timing+translation	P1	0:11:11.16-0:11:12.74 | 虽然还不清楚原因	0:11:11.40-0:11:13.64 | 虽然还不清楚原因……	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	日语后半被误配成中文语气词；按英文完整事件合并原因说明；复核目标是消除错分造成的非预期重叠并保持中日同步	not-recorded	applied	0:11:11.40-0:11:13.64 | 虽然还不清楚原因……	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0007	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E03	0:19:58.62	0:20:01.08	timing+translation	P1	0:19:58.62-0:20:01.08 | 管他是不是司令部的命令！好 我去通知其他人	0:19:58.62-0:20:01.46 | 管他是不是司令部的命令！好 我去通知其他人	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	日语同事件与英文连续两句均至 20:01.46；删除无原语配对的重复反应；复核目标是消除错分造成的非预期重叠并保持中日同步	not-recorded	applied	0:19:58.62-0:20:01.46 | 管他是不是司令部的命令！好 我去通知其他人	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0008	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E04	0:19:25.24	0:19:26.07	timing+translation	P1	0:19:25.24-0:19:26.07 | 之后再说	0:19:25.24-0:19:26.60 | 之后再说	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	日语被拆成「話は／あとだ」，中文已在首段译完整；合并到英文完整事件；复核目标是消除错分造成的非预期重叠并保持中日同步	not-recorded	applied	0:19:25.24-0:19:26.60 | 之后再说	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0009	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E06	0:16:29.02	0:16:31.00	timing+translation	P1	0:16:29.02-0:16:31.00 | 因处于行星重力圈内部 尚无法确认具体位置	0:16:29.02-0:16:31.52 | 因处于行星重力圈内部 尚无法确认具体位置	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	日语被拆成原因与结果两段，第二段中文误填为语气词；合并完整报告；复核目标是消除错分造成的非预期重叠并保持中日同步	not-recorded	applied	0:16:29.02-0:16:31.52 | 因处于行星重力圈内部 尚无法确认具体位置	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0010	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E07	0:02:55.63	0:02:56.18	timing+translation	P1	0:02:55.63-0:02:56.18 | 啊？	0:02:55.63-0:02:56.43 | 啊？	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	目标英文 Sir 至 02:56.43；复核目标是消除错分造成的非预期重叠并保持中日同步	not-recorded	applied	0:02:55.63-0:02:56.43 | 啊？	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0011	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E07	0:02:56.17	0:02:57.72	timing+translation	P1	0:02:56.17-0:02:57.72 | 那家伙不会下令发射波动炮的	0:02:56.43-0:02:57.72 | 那家伙不会下令发射波动炮的	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	目标英文下一句自 02:56.43 开始；复核目标是消除错分造成的非预期重叠并保持中日同步	not-recorded	applied	0:02:56.43-0:02:57.72 | 那家伙不会下令发射波动炮的	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0012	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E09	0:17:31.40	0:17:32.40	timing+translation	P1	0:17:31.40-0:17:32.40 | 你是说古代他们消失了？	0:17:31.40-0:17:32.94 | 你是说古代他们消失了？	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	日语被拆成主语与谓语，第二段中文误填为反应；按英文完整事件合并；复核目标是消除错分造成的非预期重叠并保持中日同步	not-recorded	applied	0:17:31.40-0:17:32.94 | 你是说古代他们消失了？	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0013	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E12	0:07:41.66	0:07:42.21	timing+translation	P1	0:07:41.66-0:07:42.21 | 不许动！	0:07:41.32-0:07:42.21 | 不许动！	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	删除同轨空白事件并采用目标英文入点；复核目标是消除错分造成的非预期重叠并保持中日同步	not-recorded	applied	0:07:41.32-0:07:42.21 | 不许动！	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0014	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E12	0:08:14.48	0:08:15.06	timing+translation	P1	0:08:14.48-0:08:15.06 | 到此为止！	0:08:14.10-0:08:15.06 | 到此为止！	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	删除无日语配对的重复惊呼并采用目标英文入点；复核目标是消除错分造成的非预期重叠并保持中日同步	not-recorded	applied	0:08:14.10-0:08:15.06 | 到此为止！	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0015	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E18	0:05:09.08	0:05:11.83	timing+translation	P1	0:05:09.08-0:05:11.83 | 哈 这东西可真不得了啊	0:05:09.08-0:05:12.84 | 这东西可真不得了 你从哪儿得到的？	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	同一说话人的日语与英文连续提问被错分；合并并去除重复中文；复核目标是消除错分造成的非预期重叠并保持中日同步	not-recorded	applied	0:05:09.08-0:05:12.84 | 这东西可真不得了 你从哪儿得到的？	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0016	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E18	0:12:33.04	0:12:33.59	timing+translation	P1	0:12:33.04-0:12:33.59 | 哦	0:12:33.04-0:12:34.12 | 哦 成功了吗？	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	同一说话人的短促反应与提问在英文为一个事件；合并以避免闪现重叠；复核目标是消除错分造成的非预期重叠并保持中日同步	not-recorded	applied	0:12:33.04-0:12:34.12 | 哦 成功了吗？	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0017	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E02	0:08:17.73	0:08:18.28	timing+translation	P1	0:08:17.73-0:08:18.28 | 嗯？	deleted redundant CN-only event	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	无日语配对的重复反应，内容已由前一正确回应事件承载；删除后必须全量复核相邻事件与配对	not-recorded	applied	deleted redundant CN-only event	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0018	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E02	0:11:03.37	0:11:03.92	timing+translation	P1	0:11:03.37-0:11:03.92 | 嗯？	deleted redundant CN/JP pair	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	实际日语为前句后半「ことがある」，已并入完整事件；删除后必须全量复核相邻事件与配对	not-recorded	applied	deleted redundant CN/JP pair	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0019	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E02	0:11:12.91	0:11:13.64	timing+translation	P1	0:11:12.91-0:11:13.64 | 啊……	deleted redundant CN/JP pair	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	实际日语为原因说明后半，已并入完整事件；删除后必须全量复核相邻事件与配对	not-recorded	applied	deleted redundant CN/JP pair	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0020	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E03	0:20:00.91	0:20:01.46	timing+translation	P1	0:20:00.91-0:20:01.46 | 嗯！	deleted redundant CN-only event	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	无日语配对且与已完整翻译的连续对白重复显示；删除后必须全量复核相邻事件与配对	not-recorded	applied	deleted redundant CN-only event	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0021	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E04	0:19:26.05	0:19:26.60	timing+translation	P1	0:19:26.05-0:19:26.60 | 哎	deleted redundant CN/JP pair	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	实际日语为前句后半「あとだ」，已并入完整事件；删除后必须全量复核相邻事件与配对	not-recorded	applied	deleted redundant CN/JP pair	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0022	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E05	0:02:03.45	0:02:04.00	timing+translation	P1	0:02:03.45-0:02:04.00 | 嘿嘿……	deleted redundant CN/JP pair	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	非词汇笑声与主要否定句完全重叠；英文未单列，删除中日反应对以避免四行碰撞；删除后必须全量复核相邻事件与配对	not-recorded	applied	deleted redundant CN/JP pair	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0023	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E06	0:03:48.44	0:03:48.86	timing+translation	P1	0:03:48.44-0:03:48.86 | 嗯？	deleted redundant CN/JP pair	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	非词汇反应与主要问句同点重叠；英文仅保留主要问句；删除后必须全量复核相邻事件与配对	not-recorded	applied	deleted redundant CN/JP pair	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0024	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E06	0:16:30.97	0:16:31.52	timing+translation	P1	0:16:30.97-0:16:31.52 | 唔……	deleted redundant CN/JP pair	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	实际日语为报告后半「のため特定不能」，已并入完整事件；删除后必须全量复核相邻事件与配对	not-recorded	applied	deleted redundant CN/JP pair	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0025	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E09	0:05:10.14	0:05:11.18	timing+translation	P1	0:05:10.14-0:05:11.18 | 哼哼哼	deleted redundant CN/JP pair	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	非词汇笑声与主要质问完全重叠；本地渲染确认形成跨样式行碰撞；删除后必须全量复核相邻事件与配对	not-recorded	applied	deleted redundant CN/JP pair	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0026	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E09	0:17:32.39	0:17:32.94	timing+translation	P1	0:17:32.39-0:17:32.94 | 嗯？	deleted redundant CN/JP pair	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	实际日语为前句后半「いないだと」，已并入完整事件；删除后必须全量复核相邻事件与配对	not-recorded	applied	deleted redundant CN/JP pair	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
SH0003-V101-OVL-0027	SH0003-V1.0.1-OVERLAP-CONTENT-RECHECK	2026-08-26	S02E10	0:09:14.21	0:09:14.76	timing+translation	P1	0:09:14.21-0:09:14.76 | 啊……哈哈……	deleted redundant CN-only event	JapaneseAux workspace pair; ja-official-webrip; target embedded English timing	无日语配对的笑声与主要疑问重叠；英文仅保留疑问；删除后必须全量复核相邻事件与配对	not-recorded	applied	deleted redundant CN-only event	Codex	unassigned	Migrated from the historical change ledger without inventing an approval record.
