change_id	batch_id	date	episode	start	end	category	severity	before	after	source_ref	rationale	status	agent	reviewer
SH0001-V101-TIME-0008	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E02	0:17:50.61	0:17:51.43	timing+translation	P2	0:17:50.61-0:17:51.43 | 切换到预备电源！	0:17:50.61-0:17:52.02 | 切换备用电源！	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文内嵌同句延续至 17:52.02；下一中文事件稍后开始；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0009	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E02	0:18:31.63	0:18:32.13	timing	P2	0:18:31.63-0:18:32.13 | 可以启动了！	0:18:31.63-0:18:32.65 | 可以启动了！	project sources: ja primary/official; en target embedded; current zh-Hans baseline	日语「いけます」接在引擎状态报告后；后续存在安全空档；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0010	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E04	0:02:58.95	0:02:59.29	timing	P2	0:02:58.95-0:02:59.29 | 也就是说	0:02:58.95-0:02:59.74 | 也就是说	project sources: ja primary/official; en target embedded; current zh-Hans baseline	日英来源均显示该连接语属于后续整句；延至下一分句入点，不与其重叠；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0011	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E04	0:04:43.90	0:04:44.17	timing+translation	P1	0:04:43.90-0:04:44.17 | 安全阀已经关上了吧？——是	0:04:43.49-0:04:44.32 | 是	project sources: ja primary/official; en target embedded; current zh-Hans baseline	日语该事件仅「はい」；问题来自前句中文误并入，采用英文 Yes 入点并与前句保留零间隔；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0012	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E04	0:14:54.35	0:14:55.12	timing	P2	0:14:54.35-0:14:55.12 | 这里是大和号	0:14:54.35-0:14:55.60 | 这里是大和号	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文内嵌同句至 14:55.60；后续空档充足；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0013	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E04	0:22:02.59	0:22:02.79	timing+translation	P2	0:22:02.59-0:22:02.79 | 是的	0:22:02.59-0:22:03.65 | 是	project sources: ja primary/official; en target embedded; current zh-Hans baseline	日语短答「はい」；片尾无后续对白，补足可读时长；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0014	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E07	0:14:52.12	0:14:53.06	timing+translation	P1	0:14:52.12-0:14:53.06 | 这孩子总是慌慌张张的	0:14:51.72-0:14:53.93 | 真沉不住气啊	project sources: ja primary/official; en target embedded; current zh-Hans baseline	独立说话人叠于广播；英文旁路对白 14:51.72–14:53.93，日语「腰が据わってねえなあ」；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0015	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E08	0:08:28.59	0:08:29.40	timing	P2	0:08:28.59-0:08:29.40 | 是德斯拉鱼雷	0:08:28.59-0:08:29.92 | 是德斯拉鱼雷	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文内嵌该事件至 08:29.92；后续空档充足；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0016	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E08	0:12:17.84	0:12:18.49	timing+translation	P1	0:12:17.84-0:12:18.49 | 鱼雷战 拦截准备完毕	0:12:17.77-0:12:18.57 | 准备拦截鱼雷	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文内嵌边界 12:17.77–12:18.57；精简而不改变命令含义；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0017	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E09	0:09:38.28	0:09:38.71	timing+translation	P2	0:09:38.28-0:09:38.71 | 你说什么	0:09:38.28-0:09:39.41 | 什么？	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文内嵌 What? 至 09:39.41；日语短促疑问；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0018	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E09	0:20:59.09	0:20:59.87	timing+translation	P2	0:20:59.09-0:20:59.87 | 至少我们认识到了	0:20:59.09-0:21:00.35 | 至少他认定	project sources: ja primary/official; en target embedded; current zh-Hans baseline	日语整句主语承接上一句且后半在下一事件；精简首段并延至后半入点；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0019	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E13	0:13:12.79	0:13:13.50	timing+translation	P1	0:13:12.79-0:13:13.50 | 我是北野 我进来了！	0:13:12.79-0:13:13.62 | 北野进入！	project sources: ja primary/official; en target embedded; current zh-Hans baseline	日语「北野 入ります」；精简自称冗余，下一事件稍后开始；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0020	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E13	0:17:20.87	0:17:21.49	timing	P2	0:17:20.87-0:17:21.49 | 这里是海鸥号！	0:17:20.87-0:17:21.94 | 这里是海鸥号！	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文同句跨至后续呼叫；延至下一事件入点；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0021	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E13	0:18:06.18	0:18:06.92	timing	P2	0:18:06.18-0:18:06.92 | 这里是海鸥号	0:18:06.18-0:18:07.37 | 这里是海鸥号	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文呼叫为连续语句；延至下一事件入点；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0022	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E14	0:19:35.38	0:19:36.21	timing+translation	P2	0:19:35.38-0:19:36.21 | 这样会疼的啦	0:19:35.38-0:19:36.84 | 很疼的啊	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文 That hurt 至 19:36.84；日语「痛いじゃない」；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0023	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E15	0:05:22.08	0:05:22.41	timing+translation	P2	0:05:22.08-0:05:22.41 | 速度就位！	0:05:22.08-0:05:23.63 | 各就各位！	project sources: ja primary/official; en target embedded; current zh-Hans baseline	日语「配置につけ」；与随后的急促催促属于同一人群连续口令，英文合并处理；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0024	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E15	0:05:22.40	0:05:23.63	timing	P2	0:05:22.40-0:05:23.63 | 快点 快点！	deleted after merge	project sources: ja primary/official; en target embedded; current zh-Hans baseline	并入上一中日事件，消除 0.01 秒重叠并保持日英连续口令；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0025	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E15	0:05:48.47	0:05:49.26	timing	P2	0:05:48.47-0:05:49.26 | 距离 8000	0:05:48.47-0:05:50.35 | 距离 8000	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文内嵌同句至 05:50.35；后续安全；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0026	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E15	0:07:49.09	0:07:49.64	timing+translation	P2	0:07:49.09-0:07:49.64 | 诶 干什么啊？	0:07:49.09-0:07:50.17 | 干什么啊？	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文 What? 至 07:50.17；精简语气词；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0027	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E15	0:12:34.58	0:12:35.28	timing+translation	P2	0:12:34.58-0:12:35.28 | 专业人士的直觉？	0:12:34.58-0:12:35.88 | 专业直觉？	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文内嵌同句至 12:35.88；不损失原意；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0028	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E15	0:16:04.79	0:16:05.52	timing+translation	P2	0:16:04.79-0:16:05.52 | 雷达上有反应	0:16:04.79-0:16:05.90 | 雷达有反应	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文边界继续；后续空档充足；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0029	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E15	0:17:02.60	0:17:03.41	timing+translation	P2	0:17:02.60-0:17:03.41 | 雷达上有反应！	0:17:02.60-0:17:03.80 | 雷达有反应！	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文内嵌同句；后续空档充足；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0030	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E16	0:17:35.76	0:17:36.59	timing+translation	P2	0:17:35.76-0:17:36.59 | 能在这里放出来吗？	0:17:35.76-0:17:37.09 | 能在这里播放吗？	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文 Can you display it 至 17:37.09；日语「ここで出せるか」；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0031	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E16	0:19:09.48	0:19:10.24	timing	P2	0:19:09.48-0:19:10.24 | 这里是大和号	0:19:09.48-0:19:10.85 | 这里是大和号	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文呼叫连续至 19:10.85；后续空档；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0032	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E16	0:19:50.31	0:19:51.14	timing+translation	P1	0:19:50.31-0:19:51.14 | 你说过不会出现牺牲者……！	0:19:50.31-0:19:51.14 | 不能再有牺牲者……	project sources: ja primary/official; en target embedded; current zh-Hans baseline	日英此处只说「犠牲者は／No more victims」；删去原文不存在的归责信息；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0033	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E18	0:10:21.14	0:10:21.79	timing+translation	P1	0:10:21.14-0:10:21.79 | 现在可是在进行阅兵式	0:10:21.14-0:10:22.43 | 正在阅兵呢！	project sources: ja primary/official; en target embedded; current zh-Hans baseline	外星语英文画面译文持续至 10:22.43；合并可读范围且保留语义；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0034	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E18	0:10:21.79	0:10:22.43	timing	P2	0:10:21.79-0:10:22.43 | 生气了 生气了	0:10:22.43-0:10:23.79 | 生气了 生气了	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文 Oh, that got them mad 持续至 10:23.79；顺延避免与合并后的外星语重叠；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0035	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E18	0:10:48.17	0:10:48.86	timing	P2	0:10:48.17-0:10:48.86 | 收到 允许击落	0:10:48.17-0:10:49.55 | 收到 允许击落	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文授权句持续至 10:49.55；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0036	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E18	0:10:48.86	0:10:49.55	timing+translation	P2	0:10:48.86-0:10:49.55 | 让开 让开 让开！	0:10:49.55-0:10:51.31 | 让开！	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文 Out of the way 持续至 10:51.31；顺延分离同时对白并精简重复；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0037	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E18	0:14:49.49	0:14:50.11	timing+translation	P2	0:14:49.49-0:14:50.11 | 地球人的舰船	0:14:49.49-0:14:50.19 | 地球舰	project sources: ja primary/official; en target embedded; current zh-Hans baseline	日语专名「テロン艦」；与下一分句拼接，精简首段；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0038	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E18	0:15:21.71	0:15:22.61	timing+translation	P1	0:15:21.71-0:15:22.61 | 友军挡住了射线 无法瞄准地球舰！	0:15:21.71-0:15:22.63 | 友军挡住了射线	project sources: ja primary/official; en target embedded; current zh-Hans baseline	日语在此仅「友軍が邪魔で」；后半已在下一事件，删除重复扩写；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0039	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E19	0:04:17.04	0:04:17.86	timing+translation	P2	0:04:17.04-0:04:17.86 | 就当是这样吧	0:04:17.04-0:04:18.86 | 差不多吧	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文 Something like that；后续空档充足；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0040	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E19	0:13:25.34	0:13:26.00	timing+translation	P1	0:13:25.34-0:13:26.00 | 你们要对中校大人做什么？	0:13:25.34-0:13:26.34 | 你们想干什么？	project sources: ja primary/official; en target embedded; current zh-Hans baseline	日语此处为「なんだ 貴様ら」；称呼已在上一事件，精简并补足 1 秒；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0041	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E19	0:13:39.27	0:13:40.06	timing	P2	0:13:39.27-0:13:40.06 | 该死的亲卫队！	0:13:39.27-0:13:40.86 | 该死的亲卫队！	project sources: ja primary/official; en target embedded; current zh-Hans baseline	后续空档充足；补足短促咒骂的可读时长；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0042	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E20	0:01:54.55	0:01:55.29	timing+translation	P2	0:01:54.55-0:01:55.29 | 把敌人打下来！	0:01:54.55-0:01:56.09 | 击落敌机！	project sources: ja primary/official; en target embedded; current zh-Hans baseline	日语命令「敵を落とせ」；英文连续口令支持延长；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0043	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E20	0:05:49.85	0:05:50.65	timing+translation	P2	0:05:49.85-0:05:50.65 | 这样下去的话	0:05:49.85-0:05:51.20 | 再这样下去	project sources: ja primary/official; en target embedded; current zh-Hans baseline	日语为后续因果句首；补足阅读并保留连接关系；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0044	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E20	0:07:24.57	0:07:25.39	timing	P2	0:07:24.57-0:07:25.39 | ZAR BELK	0:07:24.57-0:07:26.02 | ZAR BELK	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文 Zar Belk 至 07:26.02；专用语言保持原文；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0045	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E20	0:16:15.60	0:16:16.43	timing+translation	P2	0:16:15.60-0:16:16.43 | 新见向舰桥报告	0:16:15.60-0:16:17.15 | 新见呼叫舰桥	project sources: ja primary/official; en target embedded; current zh-Hans baseline	日语「新見より艦橋」及英文 Niimi to bridge；后续空档；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0046	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E20	0:22:37.84	0:22:38.61	timing	P2	0:22:37.84-0:22:38.61 | 埃尔克·德梅尔	0:22:37.84-0:22:39.19 | 埃尔克·德梅尔	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文自我介绍持续至 22:39.19；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0047	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E22	0:14:44.30	0:14:45.12	timing+translation	P2	0:14:44.30-0:14:45.12 | 并不是加米拉斯	0:14:44.30-0:14:45.67 | 而非加米拉斯	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文 Not Garmillas 至 14:45.67；精简连接语；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0048	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E25	0:07:34.25	0:07:35.01	timing+translation	P2	0:07:34.25-0:07:35.01 | 成功抵达巴伦……	0:07:34.25-0:07:35.51 | 抵达巴伦……	project sources: ja primary/official; en target embedded; current zh-Hans baseline	日语「バランに とうちゃ…」被打断；删去过译的“成功”；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-TIME-0049	SH0001-V1.0.1-TIMING-TEXT	2026-08-26	S01E26	0:03:18.81	0:03:19.63	timing+translation	P2	0:03:18.81-0:03:19.63 | 怎么了？大和号？	0:03:18.81-0:03:21.18 | 怎么了 大和号？	project sources: ja primary/official; en target embedded; current zh-Hans baseline	英文完整呼叫至 03:21.18；日语官方亦包含后续呼叫；改后需全量检查配对、相邻间隔和非预期重叠	applied	Codex	unassigned
SH0001-V101-BOUND-0001	SH0001-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S01E02	0:05:04.51	0:05:05.80	timing	P1	0:05:04.51-0:05:05.80 | 拜托各位了	0:05:04.51-0:05:05.74 | 拜托各位了	target embedded English timing; mapped Japanese pair; adjacent workspace events	下一事件 05:05.74 入点；日语短句约至 05:05.63，收回第一轮越界出点；已同步中日配对并要求全量重叠复核	applied	Codex	unassigned
SH0001-V101-BOUND-0002	SH0001-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S01E06	0:09:16.93	0:09:17.18	timing	P1	0:09:16.93-0:09:17.18 | 是！	0:09:16.97-0:09:17.18 | 是！	target embedded English timing; mapped Japanese pair; adjacent workspace events	上一中日配对事件至 09:16.97；按相邻边界消除 0.04 秒帧取整重叠；已同步中日配对并要求全量重叠复核	applied	Codex	unassigned
SH0001-V101-BOUND-0003	SH0001-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S01E07	0:14:51.72	0:14:53.93	timing	P1	0:14:51.72-0:14:53.93 | 真沉不住气啊	0:14:52.12-0:14:53.93 | 真沉不住气啊	target embedded English timing; mapped Japanese pair; adjacent workspace events	上一广播事件至 14:52.12；保留后续可读时长并避免同样式相撞；已同步中日配对并要求全量重叠复核	applied	Codex	unassigned
SH0001-V101-BOUND-0004	SH0001-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S01E19	0:13:39.27	0:13:40.86	timing	P1	0:13:39.27-0:13:40.86 | 该死的亲卫队！	0:13:39.27-0:13:40.27 | 该死的亲卫队！	target embedded English timing; mapped Japanese pair; adjacent workspace events	下一事件 13:40.27 入点；收回第一轮越界出点；已同步中日配对并要求全量重叠复核	applied	Codex	unassigned
SH0001-V101-BOUND-0005	SH0001-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S01E20	0:01:54.55	0:01:56.09	timing	P1	0:01:54.55-0:01:56.09 | 击落敌机！	0:01:54.55-0:01:55.41 | 击落敌机！	target embedded English timing; mapped Japanese pair; adjacent workspace events	下一应答事件 01:55.41 入点；命令与应答顺序明确；已同步中日配对并要求全量重叠复核	applied	Codex	unassigned
SH0001-V101-BOUND-0006	SH0001-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S01E20	0:05:49.85	0:05:51.20	timing	P1	0:05:49.85-0:05:51.20 | 再这样下去	0:05:49.85-0:05:51.04 | 再这样下去	target embedded English timing; mapped Japanese pair; adjacent workspace events	下一因果分句 05:51.04 入点；按相邻中日配对切分；已同步中日配对并要求全量重叠复核	applied	Codex	unassigned
SH0001-V101-BOUND-0007	SH0001-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S01E20	0:10:51.76	0:10:52.06	timing	P1	0:10:51.76-0:10:52.06 | 是！	0:10:51.81-0:10:52.06 | 是！	target embedded English timing; mapped Japanese pair; adjacent workspace events	上一命令事件至 10:51.81；消除 0.05 秒边界重叠；已同步中日配对并要求全量重叠复核	applied	Codex	unassigned
SH0001-V101-BOUND-0008	SH0001-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S01E20	0:16:15.60	0:16:17.15	timing	P1	0:16:15.60-0:16:17.15 | 新见呼叫舰桥	0:16:15.60-0:16:16.82 | 新见呼叫舰桥	target embedded English timing; mapped Japanese pair; adjacent workspace events	下一舰桥应答事件 16:16.82 入点；按呼叫应答边界切分；已同步中日配对并要求全量重叠复核	applied	Codex	unassigned
SH0001-V101-BOUND-0009	SH0001-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S01E20	0:19:13.70	0:19:13.96	timing	P1	0:19:13.70-0:19:13.96 | 是！	0:19:13.71-0:19:13.96 | 是！	target embedded English timing; mapped Japanese pair; adjacent workspace events	上一命令事件至 19:13.71；消除 0.01 秒帧取整重叠；已同步中日配对并要求全量重叠复核	applied	Codex	unassigned
SH0001-V101-BOUND-0010	SH0001-V1.0.1-BOUNDARY-RECHECK	2026-08-26	S01E26	0:03:18.81	0:03:21.18	timing	P1	0:03:18.81-0:03:21.18 | 怎么了 大和号？	0:03:18.81-0:03:19.97 | 怎么了 大和号？	target embedded English timing; mapped Japanese pair; adjacent workspace events	下一独立呼叫 03:19.97 入点；收回第一轮越界出点；已同步中日配对并要求全量重叠复核	applied	Codex	unassigned
SH0001-V101-LAYOUT-0001	SH0001-V1.0.1-PARALLEL-LAYOUT	2026-08-26	S01E06	0:08:34.06	0:08:36.14	layout	P1	CN-Top | 无法识别该指令	CN-Main | 无法识别该指令	target embedded English Default placement; same-episode 08:20 CN-Main precedent; local collision evidence	保留顶部佛经背景诵读，将系统提示移至既有底部中文主样式；不改文字或时间轴	applied	Codex	unassigned
SH0001-V101-LAYOUT-0002	SH0001-V1.0.1-PARALLEL-LAYOUT	2026-08-26	S01E06	0:08:34.06	0:08:36.14	layout	P1	JP-Top | そのコマンドは 入力されていません	JP-Main | そのコマンドは 入力されていません	target embedded English Default placement; same-episode 08:20 JP-Main precedent; local collision evidence	与中文事件同步改用既有底部日文副样式，维持中日同轴	applied	Codex	unassigned
SH0001-V101-LAYOUT-0003	SH0001-V1.0.1-PARALLEL-LAYOUT	2026-08-26	S01E06	0:08:37.05	0:08:39.22	layout	P1	CN-Top | 距抵达目标还有 3000 公里	CN-Main | 距抵达目标还有 3000 公里	target embedded English Default placement; adjacent workspace events; local collision evidence	保留顶部佛经背景诵读，将系统距离提示移至既有底部中文主样式；不改文字或时间轴	applied	Codex	unassigned
SH0001-V101-LAYOUT-0004	SH0001-V1.0.1-PARALLEL-LAYOUT	2026-08-26	S01E06	0:08:37.05	0:08:39.22	layout	P1	JP-Top | オブジェクト到達まで あと3000	JP-Main | オブジェクト到達まで あと3000	target embedded English Default placement; adjacent workspace events; local collision evidence	与中文事件同步改用既有底部日文副样式，维持中日同轴	applied	Codex	unassigned
SH0001-V101-TIME-0050	SH0001-V1.0.1-EXTREME-SHORT-RECHECK	2026-08-26	S01E01	0:05:41.42	0:05:42.21	timing	P2	0:05:41.42-0:05:41.79 | 是那个	0:05:41.42-0:05:42.21 | 是那个	target English 341.42-342.21; official Japanese matched boundary; next event starts 342.44	参考日英边界，在无下一句重叠前提下延长中日配对	applied	Codex	unassigned
SH0001-V101-TIME-0051	SH0001-V1.0.1-EXTREME-SHORT-RECHECK	2026-08-26	S01E01	0:05:54.56	0:05:55.52	timing	P2	0:05:54.56-0:05:55.02 | 怎么样？	0:05:54.56-0:05:55.52 | 怎么样？	target English 354.56-355.52; official Japanese matched boundary; next event starts 355.69	参考日英边界，在无下一句重叠前提下延长中日配对	applied	Codex	unassigned
SH0001-V101-TIME-0052	SH0001-V1.0.1-EXTREME-SHORT-RECHECK	2026-08-26	S01E01	0:19:34.13	0:19:35.08	timing	P2	0:19:34.13-0:19:34.62 | 加藤二尉！	0:19:34.13-0:19:35.08 | 加藤二尉！	target English Lt. Kato! to 1175.08; next event starts 1175.09	参考目标英文边界，保留一帧间隔并延长中日配对	applied	Codex	unassigned
SH0001-V101-TIME-0053	SH0001-V1.0.1-EXTREME-SHORT-RECHECK	2026-08-26	S01E01	0:20:56.08	0:20:57.08	timing	P2	0:20:56.08-0:20:56.55 | 咬住了	0:20:56.08-0:20:57.08 | 咬住了	target English You're mine. to 1257.08; next event starts 1257.19	参考目标英文边界，在无下一句重叠前提下延长中日配对	applied	Codex	unassigned
SH0001-V101-TIME-0054	SH0001-V1.0.1-EXTREME-SHORT-RECHECK	2026-08-26	S01E02	0:15:14.66	0:15:15.62	timing	P2	0:15:14.66-0:15:15.05 | 进来吧	0:15:14.66-0:15:15.62 | 进来吧	官方日语「入れ」至 915.62；下一“失礼了”同点 915.62	参考日语与英文边界延长中日配对至下一句入点	applied	Codex	unassigned
SH0001-V101-TIME-0055	SH0001-V1.0.1-EXTREME-SHORT-RECHECK	2026-08-26	S01E04	0:02:17.59	0:02:21.39	timing+translation	P1	明白吗！ / 是正确的报告 修鲁兹！	听好了 我要的是准确的报告 修鲁兹！	官方日语连续句「いいか 正しい報告だぞ シュルツ！」；目标英文至 141.39	按连续一句合并，重译中文并同步中日时间轴	applied	Codex	unassigned
SH0001-V101-TIME-0056	SH0001-V1.0.1-EXTREME-SHORT-RECHECK	2026-08-26	S01E04	0:17:43.22	0:17:44.43	timing	P2	0:17:43.22-0:17:43.68 | 别露脸！	0:17:43.22-0:17:44.43 | 别露脸！	目标英文 Stay down! 至 1064.43；下一句无重叠	参考目标英文边界延长中日配对	applied	Codex	unassigned
SH0001-V101-TIME-0057	SH0001-V1.0.1-EXTREME-SHORT-RECHECK	2026-08-26	S01E06	0:09:47.92	0:09:48.96	timing	P2	0:09:47.92-0:09:48.38 | 怎么了？	0:09:47.92-0:09:48.96 | 怎么了？	目标英文 What is it? 至 588.96；下一句同点开始	参考目标英文边界延长中日配对	applied	Codex	unassigned
SH0001-V101-TIME-0058	SH0001-V1.0.1-EXTREME-SHORT-RECHECK	2026-08-26	S01E07	0:19:54.23	0:19:55.02	timing	P2	0:19:54.23-0:19:54.57 | 对不起	0:19:53.27-0:19:55.02 | 对不起	目标英文 Oh, I'm sorry. 至 1195.02；补回提前截短的入点并同步中日	参考目标英文完整边界延长中日配对	applied	Codex	unassigned
SH0001-V101-TIME-0059	SH0001-V1.0.1-EXTREME-SHORT-RECHECK	2026-08-26	S01E10	0:02:25.55	0:02:26.44	timing	P2	0:02:25.55-0:02:26.03 | 不用管了	0:02:25.61-0:02:26.44 | 不用管了	目标英文 Irrelevant. 至 146.64；与上一句边界留一帧	参考目标英文与相邻边界延长中日配对	applied	Codex	unassigned
